title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre,box_value,multiplier,bo_num
Omkara,2006,https://en.wikipedia.org/wiki/Omkara_(2006_film),Omkara,Vishal Bhardwaj,"Ajay Devgn, Kareena Kapoor, Saif Ali Khan, Konkona Sen Sharma, Vivek Oberoi, Bipasha Basu",₹ 26 crore,₹ 42 crore ,Eros International,,A 2006 Indian Hindi-Language Crime Drama,42.0,10000000,420000000.0
Shaadi Karke Phas Gaya Yaar,2006,https://en.wikipedia.org/wiki/Shaadi_Karke_Phas_Gaya_Yaar,Shaadi Karke Phas Gaya Yaar,K. S. Adhiyaman,"Salman Khan, Shilpa Shetty",₹ 11 crore ,₹ 5.02 crore ,Eros International,Karishma International,06 Indian Hindi-Language Romantic Comedy,5.02,10000000,50200000.0
Darwaza Bandh Rakho,2006,https://en.wikipedia.org/wiki/Darwaaza_Bandh_Rakho,Darwaza Bandh Rakho,J. D. Chakravarthi,"Aftab Shivdasani, Isha Sharvani, Manisha Koirala, Chunky Pandey, Zakir Hussain, Snehal Dabi, Divya Dutta, Gulshan Grover, Aditya Srivastava",₹ 3.75 crore ,₹ 2.32 crore ,RGV Film Company,,Is An Indian Hindi-Language Black Comedy,2.32,10000000,23200000.0
Anthony Kaun Hai?,2006,https://en.wikipedia.org/wiki/Anthony_Kaun_Hai?,Anthony Kaun Hai?,Raj Kaushal,"Sanjay Dutt, Arshad Warsi, Minissha Lamba",,₹172.1 million ,Fourth Wall Productions,,6 Indian Hindi-Language Mystery Thriller,172.1,1000000,172100000.0
Kabhi Alvida Naa Kehna,2006,https://en.wikipedia.org/wiki/Kabhi_Alvida_Naa_Kehna,Kabhi Alvida Naa Kehna,Karan Johar,"Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji, Preity Zinta, Kirron Kher",₹ 50 crore ( US$ 11.1 million) ,₹ 113 crore ( US$ 37 million) ,Yash Raj Films,Dharma Productions,Musical Romantic Drama,113.0,10000000,1130000000.0
Aap Ki Khatir,2006,https://en.wikipedia.org/wiki/Aap_Ki_Khatir_(2006_film),Aap Ki Khatir,Dharmesh Darshan,"Akshaye Khanna, Suniel Shetty, Priyanka Chopra, Ameesha Patel, Dino Morea",₹ 16 crore ,₹ 13 crore ,Venus Movies Pvt. Ltd.,,06 Indian Hindi-Language Romantic Comedy,13.0,10000000,130000000.0
Jaane Hoga Kya,2006,https://en.wikipedia.org/wiki/Jaane_Hoga_Kya,Jaane Hoga Kya,Glen Barretto & Ankush Mohla,"Aftab Shivdasani, Bipasha Basu, Rahul Dev",₹ 5.5 crore ,₹ 2.85 crore ,Eagle Entertainment,PK Arts Creations Films Pvt ltd,06 Indian Hindi-Language Science Fiction,2.85,10000000,28500000.0
Dil Diya Hai,2006,https://en.wikipedia.org/wiki/Dil_Diya_Hai,Dil Diya Hai,Aditya Datt,"Emraan Hashmi, Ashmit Patel, Geeta Basra, Mithun Chakraborty",₹ 85 million,₹ 32.5 million,Shree Ashtavinayak Cine Vision,,Indian Hindi-Language Romantic Thriller,32.5,1000000,32500000.0
Khosla Ka Ghosla!,2006,https://en.wikipedia.org/wiki/Khosla_Ka_Ghosla,Khosla Ka Ghosla,Dibakar Banerjee,"Anupam Kher, Boman Irani, Parvin Dabas, Vinay Pathak, Ranvir Shorey, Tara Sharma","est. ₹ 3.75 crore (US$440,000) ","est. ₹ 6.67 crore (US$790,000) ",UTV Motion Pictures,Tandav Film Production,2006 Indian Hindi-Language Comedy Drama,6.67,10000000,66700000.0
Woh Lamhe ...,2006,https://en.wikipedia.org/wiki/Woh_Lamhe...,Woh Lamhe...,Mohit Suri,"Kangana Ranaut, Shiney Ahuja, Shaad Randhawa, Purab Kohli",,₹ 14.98 crores ,Sony Films,Vishesh Films,006 Indian Hindi-Language Romantic Drama,14.98,10000000,149800000.0
Don,2006,https://en.wikipedia.org/wiki/Don_(2006_Hindi_film),Don: The Chase Begins Again,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar, Boman Irani, Pavan Malhotra, Rajesh Khattar, Om Puri, Kareena Kapoor",₹ 38 crore ,₹ 106.34 crore ,Excel Entertainment[1](India)UTV Motion Pictures[1](International),Excel Entertainment,06 Indian Hindi-Language Action Thriller,106.34,10000000,1063400000.0
Jaan-E-Mann: Lets Fall in Love Again,2006,https://en.wikipedia.org/wiki/Jaan-E-Mann,Jaan-E-Mann,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity Zinta",₹ 40 crore (equivalent to ₹ 128 crore or US$15 million in 2023) ,₹ 46.26 crore (equivalent to ₹ 149 crore or US$18 million in 2023) ,Nadiadwala Grandson Entertainment,Nadiadwala Grandson Entertainment,06 Indian Hindi-Language Romantic Comedy,46.26,10000000,462600000.0
Vivah,2006,https://en.wikipedia.org/wiki/Vivah,Vivah,Sooraj R. Barjatya,"Shahid Kapoor, Amrita Rao, Anupam Kher, Alok Nath",₹ 80 million ,₹ 539 million ,Rajshri Productions,,006 Indian Hindi-Language Romantic Drama,539.0,1000000,539000000.0
Apna Sapna Money Money,2006,https://en.wikipedia.org/wiki/Apna_Sapna_Money_Money,Apna Sapna Money Money,Sangeeth Sivan,"Sunil Shetty, Ritesh Deshmukh, Shreyas Talpade, Jackie Shroff, Koena Mitra, Riya Sen, Celina Jaitly, Chunky Pandey, Rajpal Yadav, Sunil Pal",₹ 95 million,₹ 207.3 million,Mukta Arts,,Is A 2006 Indian Hindi-Language Comedy,207.3,1000000,207300000.0
Dhoom 2,2006,https://en.wikipedia.org/wiki/Dhoom_2,Dhoom 2,Sanjay Gadhvi,"Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai, Uday Chopra, Bipasha Basu",₹ 350 million ,est. ₹ 1.62 billion ,Yash Raj Films,Yash Raj Films,Caper Action Thriller,1.62,1000000000,1620000000.0
Baabul,2006,https://en.wikipedia.org/wiki/Baabul_(2006_film),Baabul,Ravi Chopra,"Amitabh Bachchan, Hema Malini, Salman Khan, Rani Mukerji, John Abraham, Om Puri",₹ 26 crore ,₹ 39 crore ,,B. R. Films,Is A 2006 Indian Hindi-Language Drama,39.0,10000000,390000000.0
Bhagam Bhag,2006,https://en.wikipedia.org/wiki/Bhagam_Bhag,Bhagam Bhag,Priyadarshan,"Akshay Kumar, Govinda, Paresh Rawal, Jackie Shroff, Arbaaz Khan, Lara Dutta, Rajpal Yadav, Manoj Joshi, Shakti Kapoor, Asrani, Sharat Saxena, Tanushree Dutta, Razak Khan",₹32 crore ,₹67.82 crore ,UTV Motion Pictures,,Is A 2006 Indian Hindi-Language Comedy,67.82,10000000,678200000.0
I See You,2006,https://en.wikipedia.org/wiki/I_See_You_(2006_film),I See You,Vivek Agrawal,"Arjun Rampal, Vipasha Agarwal",₹80 million ,₹19.2 million ,Chasing Ganesha FilmsK Sera Sera,,06 Indian Hindi-Language Romantic Comedy,19.2,1000000,19200000.0
Yeh Raat,2006,https://en.wikipedia.org/wiki/Barsaat_Ki_Raat,Barsaat Ki Raat,P. L. Santoshi,"Madhubala, Bharat Bhushan, Shyama",,est. ₹35 million ,,,0 Indian Hindi-Language Romantic Musical,35.0,1000000,35000000.0
Guru,2007,https://en.wikipedia.org/wiki/Guru_(2007_film),Guru,Mani Ratnam,"Abhishek Bachchan, Aishwarya Rai, Mithun Chakraborty, R. Madhavan, Vidya Balan",₹ 22 crore ,₹ 83.67 crore ,Madras TalkiesAdlabs[1],Madras Talkies,Is A 2007 Indian Hindi-Language   Drama,83.67,10000000,836700000.0
Anwar,2007,https://en.wikipedia.org/wiki/Anwar_(2007_film),Anwar,Manish Jha,"Siddharth Koirala, Manisha Koirala, Nauheed Cyrusi",₹ 3 crore ,₹ 12 lakh ,"Dayal Creations Pvt. Ltd.
(along with Metro-Goldwyn-Mayer and United Artists)",,Is A 2007 Indian Romantic Thriller,12.0,100000,1200000.0
Salaam-e-Ishq,2007,https://en.wikipedia.org/wiki/Salaam-e-Ishq,Salaam-e-Ishq,Nikhil Advani,"Anil Kapoor, Juhi Chawla, Govinda, Shannon Esra, Salman Khan, Priyanka Chopra, Akshaye Khanna, Ayesha Takia, John Abraham, Vidya Balan, Sohail Khan, Isha Koppikar",₹ 43 crore ,₹ 52.24 crore ,Eros International,,007 Indian Hindi-Language Romantic Drama,52.24,10000000,522400000.0
Traffic Signal,2007,https://en.wikipedia.org/wiki/Traffic_Signal_(film),Traffic Signal,Madhur Bhandarkar,"Kunal Khemu, Neetu Chandra, Konkona Sen Sharma, Ranvir Shorey","₹ 40 million (US$470,000)",₹ 85 million (US$1.0 million),Percept Picture Company,,2007 Indian Hindi-Language Social Drama,85.0,1000000,85000000.0
Eklavya: The Royal Guard,2007,https://en.wikipedia.org/wiki/Eklavya:_The_Royal_Guard,Eklavya: The Royal Guard,Vidhu Vinod Chopra,"Amitabh Bachchan, Sharmila Tagore, Sanjay Dutt, Saif Ali Khan, Vidya Balan, Raima Sen, Jackie Shroff, Jimmy Sheirgill, Boman Irani",₹ 30 crore ,₹ 38 crore ,Eros International,Vinod Chopra Films,Oyal Guard Is A 2007 Indian Action Drama,38.0,10000000,380000000.0
Honeymoon Travels Pvt. Ltd.,2007,https://en.wikipedia.org/wiki/Honeymoon_Travels_Pvt._Ltd.,Honeymoon Travels Pvt. Ltd.,Reema Kagti,"Abhay Deol, Minissha Lamba, Shabana Azmi, Boman Irani, Kay Kay Menon, Raima Sen, Karan Khanna, Sandhya Mridul, Vikram Chatwal, Ameesha Patel, Dia Mirza",₹ 100 million ,₹ 195.1 million ,Excel Entertainment,,2007 Indian Hindi-Language Comedy Drama,195.1,1000000,195100000.0
Nehlle Pe Dehlla,2007,https://en.wikipedia.org/wiki/Nehlle_Pe_Dehlla,Nehlle Pe Dehlla,Ajay Chandhok,"Saif Ali Khan, Sanjay Dutt, Bipasha Basu, Kim Sharma",,₹6.41 crore ,,Mahindra Dhariwal Films,2007 Indian Hindi-Language Crime Comedy,6.41,10000000,64100000.0
Namastey London,2007,https://en.wikipedia.org/wiki/Namastey_London,Namastey London,Vipul Amrutlal Shah,"Rishi Kapoor, Akshay Kumar, Katrina Kaif, Nina Wadia, Upen Patel, Clive Standen",₹ 210 million ,₹ 714 million ,Adlabs FilmsBlockbuster Movie EntertainersEros International,,Is A 2007 Indian Romantic Comedy,714.0,1000000,714000000.0
Delhii Heights,2007,https://en.wikipedia.org/wiki/Delhii_Heights,Dehlii Heights,Anand Kumar,"Jimmy Sheirgill, Neha Dhupia, Om Puri, Rohit Roy, Simone Singh",₹ 4.25 crore ,₹ 99 lakh ,Madhu Entertainment,Sivaji Productions,Ts Is A 2007 Indian Hindi-Language Drama,99.0,100000,9900000.0
Big Brother,2007,https://en.wikipedia.org/wiki/Big_Brother_(2007_film),Big Brother,Guddu Dhanoa,"Sunny Deol, Priyanka Chopra, Danny Denzongpa, Farida Jalal, Suhasini Mulay",₹ 8 crore ,₹ 12.09 crore ,Vijayta Films,Bhagwan Chitra Mandir,7 Indian Hindi-Language Vigilante Action,12.09,10000000,120900000.0
Bheja Fry,2007,https://en.wikipedia.org/wiki/Bheja_Fry_(film),Bheja Fry,Sagar Ballary,"Vinay Pathak, Rajat Kapoor, Sarika, Ranvir Shorey, Milind Soman",₹5.4–15 million ,₹125.8 million ,Adlabs[1],Handmade Films,Is A 2007 Indian Hindi-Language Comedy,125.8,1000000,125800000.0
Ta Ra Rum Pum,2007,https://en.wikipedia.org/wiki/Ta_Ra_Rum_Pum,Ta Ra Rum Pum,Siddharth Anand,"Saif Ali Khan, Rani Mukerji, Angelina Idnani, Ali Haji, Javed Jaffrey",₹ 28 crore ,₹ 72 crore ,Yash Raj Films,,2007 Indian Hindi-Language Sports Drama,72.0,10000000,720000000.0
Life in a Metro,2007,https://en.wikipedia.org/wiki/Life_in_a..._Metro,Life in a... Metro,Anurag Basu,"Dharmendra, Shilpa Shetty, Kay Kay Menon, Shiney Ahuja, Irrfan Khan, Konkona Sen Sharma, Sharman Joshi, Kangana Ranaut, Nafisa Ali",₹ 9.50 crore ,₹ 24.45 crore ,UTV Motion Pictures,UTV Motion Pictures,Ro Is A 2007 Indian Hindi-Language Drama,24.45,10000000,244500000.0
Shootout at Lokhandwala,2007,https://en.wikipedia.org/wiki/Shootout_at_Lokhandwala,Shootout at Lokhandwala,Apoorva Lakhia,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Vivek Oberoi, Abhishek Bachchan, Arbaaz Khan, Tusshar Kapoor, Rohit Roy, Aditya Lakhia, Shabbir Ahluwalia",₹ 18 crore ,₹ 46.04 crore ,White Feather FilmsBalaji Motion Pictures,,07 Indian Hindi-Language Action Thriller,46.04,10000000,460400000.0
Cheeni Kum,2007,https://en.wikipedia.org/wiki/Cheeni_Kum,Cheeni Kum,R. Balki,"Amitabh Bachchan, Tabu, Paresh Rawal, Zohra Sehgal, Swini Khara",₹11 crore ,est. ₹32.03 crore ,Eros International,MAD Entertainment Ltd.,07 Indian Hindi-Language Romantic Comedy,32.03,10000000,320300000.0
Fool N Final,2007,https://en.wikipedia.org/wiki/Fool_&_Final,Fool & Final,Ahmed Khan,"Sunny Deol, Shahid Kapoor, Vivek Oberoi, Sameera Reddy, Ayesha Takia, Sharmila Tagore, Om Puri, Arbaaz Khan, Jackie Shroff, Paresh Rawal",₹ 24 crore ,₹ 27.62 crore ,Shemaroo EntertainmentBase Industries Group,Base Industries Group,2007 Indian Hindi-Language Comedy Caper,27.62,10000000,276200000.0
Awarapan,2007,https://en.wikipedia.org/wiki/Awarapan,Awarapan,Mohit Suri,"Emraan Hashmi, Mrinalini Sharma, Shriya Saran, Ashutosh Rana",,₹ 122.6 million ,,Vishesh Films,2007 Indian Hindi-Language Action Crime,122.6,1000000,122600000.0
Apne,2007,https://en.wikipedia.org/wiki/Apne,Apne,Anil Sharma,"Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif, Shilpa Shetty, Kirron Kher, Kunal Rajbhatt",₹20 Crore ,₹69.28 Crore ,Vijayta Films,,2007 Indian Hindi-Language Sports Drama,69.28,10000000,692800000.0
Aap Kaa Surroor: The Moviee - The Real Luv Story,2007,https://en.wikipedia.org/wiki/Aap_Kaa_Surroor,Aap Kaa Surroor,Prashant Chadha,"Himesh Reshammiya, Hansika Motwani, Mallika Sherawat",₹ 9 crore ,₹ 19.5 crore ,,Mehboob Studio,Musical Romantic Thriller,19.5,10000000,195000000.0
My Friend Ganesha,2007,https://en.wikipedia.org/wiki/My_Friend_Ganesha,My Friend Ganesha,Rajiv S Ruia,"Ahsaas Channa, Kiran Janjani, Shital Shah, Upasana Singh",,₹1.08 crore ,,Koffee Break Pictures,Ganesha Is A 2007 Indian Hindi-Language,1.08,10000000,10800000.0
Naqaab,2007,https://en.wikipedia.org/wiki/Naqaab_(2007_film),Naqaab,Abbas–Mustan,"Bobby Deol, Akshaye Khanna, Urvashi Sharma",₹ 190 million ,₹ 212 million ,Eros International,Tips Industries,Indian Hindi-Language Romantic Thriller,212.0,1000000,212000000.0
Partner,2007,https://en.wikipedia.org/wiki/Partner_(2007_film),Partner,David Dhawan,"Govinda, Salman Khan, Lara Dutta, Katrina Kaif",₹ 28 crore ,₹ 100.91 crore ,Eros International,,07 Indian Hindi-Language Romantic Comedy,100.91,10000000,1009100000.0
"Gandhi, My Father",2007,"https://en.wikipedia.org/wiki/Gandhi,_My_Father","Gandhi, My Father",Feroz Abbas Khan,"Darshan Jariwala, Akshaye Khanna, Bhumika Chawla, Shefali Shah",₹ 80 million ,₹ 74.9 million ,,,Biographical Drama,74.9,1000000,74900000.0
Superboys of Malegaon,2024,https://en.wikipedia.org/wiki/Superboys_of_Malegaon,Superboys of Malegaon,Reema Kagti,"Adarsh Gourav, Vineet Kumar Singh, Shashank Arora, Anuj Singh Duhan",,est. ₹5.35 crore ,Amazon MGM Studios[2],,Coming-Of-Age Drama,5.35,10000000,53500000.0
Yudhra,2024,https://en.wikipedia.org/wiki/Yudhra,Yudhra,Ravi Udyawar,"Siddhant Chaturvedi, Malavika Mohanan, Raghav Juyal",₹50 crore ,est. ₹11.31 crore ,AA Films,Excel Entertainment,24 Indian Hindi-Language Action Thriller,11.31,10000000,113100000.0
Jigra,2024,https://en.wikipedia.org/wiki/Jigra,Jigra,Vasan Bala,"Alia Bhatt, Vedang Raina",est. ₹80 crore ,est. ₹55.05 crore ,Viacom18 Studios,,24 Indian Hindi-Language Action Thriller,55.05,10000000,550500000.0
The Real Superstar,2024,https://en.wikipedia.org/wiki/Secret_Superstar,Secret Superstar,Advait Chandan,"Zaira Wasim, Aamir Khan, Meher Vij, Raj Arjun",₹ 15 crore (US$1.8 million) ,est. ₹835–966 crore ,Zee Studios International(Overseas),,Ar Is A 2017 Indian Musical Comedy-Drama,835.0,10000000,8350000000.0
Vicky Vidya Ka Woh Wala Video,2024,https://en.wikipedia.org/wiki/Vicky_Vidya_Ka_Woh_Wala_Video,Vicky Vidya Ka Woh Wala Video,Raaj Shaandilyaa,"Rajkummar Rao, Triptii Dimri",,est. ₹55.51 crore ,AA Films,,Is A 2024 Indian Hindi-Language Comedy,55.51,10000000,555100000.0
Singham Again,2024,https://en.wikipedia.org/wiki/Singham_Again,Singham Again,Rohit Shetty,"Ajay Devgn, Kareena Kapoor Khan, Shweta Tiwari, Dayanand Shetty, Arjun Kapoor, Jackie Shroff",₹350–375 crore ,est. ₹367–389.64 crore ,PVR Inox Pictures,,N Is A 2024 Indian Hindi-Language Action,367.0,10000000,3670000000.0
Bhool Bhulaiyaa 3,2024,https://en.wikipedia.org/wiki/Bhool_Bhulaiyaa_3,Bhool Bhulaiyaa 3,Anees Bazmee,"Kartik Aaryan, Vidya Balan, Madhuri Dixit, Triptii Dimri",₹150 crore ,est. ₹423.85 crore ,AA Films,,2024 Indian Hindi-Language Comedy Horror,423.85,10000000,4238500000.0
Tees,2024,https://en.wikipedia.org/wiki/Tees_Maar_Khan_(2010_film),Tees Maar Khan,Farah Khan,"Akshay Kumar, Akshaye Khanna, Katrina Kaif",₹ 45 crores ,est. ₹ 101.89 crores ,UTV Motion Pictures,,2010 Indian Hindi-Language Heist Comedy,101.89,10000000,1018900000.0
The Sabarmati Report,2024,https://en.wikipedia.org/wiki/The_Sabarmati_Report,The Sabarmati Report,Dheeraj Sarna[1],"Vikrant Massey, Raashii Khanna, Riddhi Dogra",₹50 crore ,est. ₹31.31 crore ,Zee Studios,,24 Indian Hindi-Language Political Drama,31.31,10000000,313100000.0
I Want to Talk,2024,https://en.wikipedia.org/wiki/I_Want_to_Talk,I Want to Talk,Shoojit Sircar,"Abhishek Bachchan, Ahilya Bamroo, Johnny Lever",,est. ₹1.25 crore ,PVR Inox Pictures,,Lk Is A 2024 Indian Hindi-Language Drama,1.25,10000000,12500000.0
Baby John,2024,https://en.wikipedia.org/wiki/Baby_John_(film),Baby John,Kalees,"Varun Dhawan, Keerthy Suresh, Wamiqa Gabbi, Jackie Shroff",₹ 180 crore ,est. ₹56.49–59 crore ,PVR Inox PicturesPen Marudhar,,24 Indian Hindi-Language Action Thriller,56.49,10000000,564900000.0
#Star,2024,https://en.wikipedia.org/wiki/Star_(2024_film),Star,Elan,"Kavin, Aaditi Pohankar, Preity Mukhundhan",est. ₹ 12 crore ,est. ₹ 24 crore ,,,Il-Language Coming-Of-Age Romantic Drama,24.0,10000000,240000000.0
Fateh,2025,https://en.wikipedia.org/wiki/Fateh_(2025_film),Fateh,Sonu Sood,"Sonu Sood, Jacqueline Fernandez",,est. ₹18.50 crore ,Zee Studios,,25 Indian Hindi-Language Action Thriller,18.5,10000000,185000000.0
Emergency,2025,https://en.wikipedia.org/wiki/Emergency_(2025_film),Emergency,Kangana Ranaut,"Kangana Ranaut, Vishak Nair, Anupam Kher, Shreyas Talpade, Mahima Chaudhry, Milind Soman, Satish Kaushik, Darshan Pandya",₹60 crore ,₹21.75–22 crore ,Zee Studios,,Historical Biographical Drama,21.75,10000000,217500000.0
Azaad,2025,https://en.wikipedia.org/wiki/Azaad_(2025_film),Azaad,Abhishek Kapoor,"Ajay Devgn, Diana Penty, Aaman Devgan, Rasha Thadani",₹80 crore ,₹9.17–10 crore ,AA Films,,Period Action Drama,9.17,10000000,91700000.0
Sky Force,2025,https://en.wikipedia.org/wiki/Sky_Force_(film),Sky Force,Sandeep KewlaniAbhishek Anil Kapur,"Akshay Kumar, Veer Pahariya, Sara Ali Khan, Nimrat Kaur",₹120–160 crore ,₹ 144–168.88 crore ,PVR Inox Pictures,,2025 Indian Hindi-Language Action Drama,144.0,10000000,1440000000.0
Deva,2025,https://en.wikipedia.org/wiki/Deva_(2025_film),Deva,Rosshan Andrrews,"Shahid Kapoor, Pooja Hegde, Pavail Gulati",₹ 50 crore ,₹51.73–59 crore ,Zee Studios,Zee StudiosRoy Kapur Films,25 Indian Hindi-Language Action Thriller,51.73,10000000,517300000.0
Loveyapa,2025,https://en.wikipedia.org/wiki/Loveyapa,Loveyapa,Advait Chandan,"Junaid Khan, Khushi Kapoor",₹60 crore ,est. ₹8.99–12 crore ,Zee Studios,,25 Indian Hindi-Language Romantic Comedy,8.99,10000000,89900000.0
Badass Ravikumar,2025,https://en.wikipedia.org/wiki/Badass_Ravi_Kumar,Badass Ravi Kumar,Keith Gomes,"Himesh Reshammiya, Prabhu Deva, Simona J, Kirti Kulhari, Johnny Lever, Sanjay Mishra, Sunny Leone, Manish Wadhwa",₹ 20 crore ,₹ 17.26 crore ,AA Films[1],Himesh Reshammiya Melodies,025 Indian Hindi-Language Musical Action,17.26,10000000,172600000.0
Chhaava,2025,https://en.wikipedia.org/wiki/Chhaava,Chhaava,Laxman Utekar,"Vicky Kaushal, Akshaye Khanna, Rashmika Mandanna",₹ 130–140 crore ,est. ₹797.34–809 crore ,Pen Marudhar(India)Yash Raj Films(international),Maddock Films,Epic Historical Action,797.34,10000000,7973400000.0
Mere Husband Ki Biwi,2025,https://en.wikipedia.org/wiki/Mere_Husband_Ki_Biwi,Mere Husband Ki Biwi,Mudassar Aziz,"Arjun Kapoor, Bhumi Pednekar, Rakul Preet Singh",₹ 60 Crore,est. ₹12.73 crore ,PVR Inox Pictures,Pooja Entertainment,25 Indian Hindi-Language Romantic Comedy,12.73,10000000,127300000.0
Crazxy,2025,https://en.wikipedia.org/wiki/Crazxy,Crazxy,Girish Kohli,Sohum Shah,₹ 20 crore,est. ₹ 15.25  crore ,AA Films,Sohum Shah Films,Is A 2025 Indian Hindi-Language Thriller,15.25,10000000,152500000.0
The Diplomat,2025,https://en.wikipedia.org/wiki/The_Diplomat_(2025_film),The Diplomat,Shivam Nair,"John Abraham, Sadia Khateeb, Jagjeet Sandhu, Kumud Mishra, Sharib Hashmi, Revathy, Ashwath Bhatt",₹20 crore ,est. ₹53.14 crore ,Panorama Studios,,Political Thriller,53.14,10000000,531400000.0
Sikandar,2025,https://en.wikipedia.org/wiki/Sikandar_(2025_film),Sikandar,A. R. Murugadoss,"Salman Khan, Rashmika Mandanna, Sathyaraj, Kajal Aggarwal, Sharman Joshi",₹200 crore ,₹176.18–177 crore ,Pen Marudhar Entertainment,,2025 Indian Hindi-Language Action Drama,176.18,10000000,1761800000.0
Jaat,2025,https://en.wikipedia.org/wiki/Jaat_(film),Jaat,Gopichand Malineni,"Sunny Deol, Randeep Hooda, Regina Cassandra, Saiyami Kher, Vineet Kumar Singh",₹100 crore ,est. ₹ 119.24 crore ,AA FilmsZee Studios,Mythri Movie MakersPeople Media FactoryZee Studios,25 Indian Hindi-Language Action Thriller,119.24,10000000,1192400000.0
Tum,2025,https://en.wikipedia.org/wiki/Hum_Tum_(film),Hum Tum,Kunal Kohli,"Saif Ali Khan, Rani Mukerji",₹ 85 million ,₹ 426.3 million ,Yash Raj Films,Yash Raj Films,04 Indian Hindi-Language Romantic Comedy,426.3,1000000,426300000.0
Kesari Chapter 2: The Untold Story of Jallianwala Bagh,2025,https://en.wikipedia.org/wiki/Kesari_Chapter_2,Kesari Chapter 2,Karan Singh Tyagi,"Akshay Kumar, R. Madhavan, Ananya Panday",₹ 150 crore ,₹142–144.35 crore ,Dharma Productions,,Historical Courtroom Drama,142.0,10000000,1420000000.0
Ground Zero,2025,https://en.wikipedia.org/wiki/Ground_Zero_(2025_film),Ground Zero,Tejas Prabha Vijay Deoskar,"Emraan Hashmi, Sai Tamhankar, Zoya Hussain",,₹9.25–10.35 crore ,AA Films,,25 Indian Hindi-Language Action Thriller,9.25,10000000,92500000.0
Phule,2025,https://en.wikipedia.org/wiki/Phule_(film),Phule,Anant Mahadevan,"Pratik Gandhi, Patralekha",₹29 crore ,₹6.21 crore ,Zee Studios,,2025 Indian Hindi-Language Biographical,6.21,10000000,62100000.0
Raid 2,2025,https://en.wikipedia.org/wiki/Raid_2_(film),Raid 2,Raj Kumar Gupta,"Ajay Devgn, Riteish Deshmukh, Vaani Kapoor",,est. ₹ 243.06 crore ,Panorama StudiosPVR Inox Pictures,,025 Indian Hindi-Language Crime Thriller,243.06,10000000,2430600000.0
Bhool Chuk Maaf,2025,https://en.wikipedia.org/wiki/Bhool_Chuk_Maaf,Bhool Chuk Maaf,Karan Sharma,"Rajkummar Rao, Wamiqa Gabbi, Seema Pahwa, Sanjay Mishra, Raghubir Yadav, Zakir Hussain",,₹ 90.78 crore ,Pen Marudhar(India)Yash Raj Films(international),,Fantasy Romantic Comedy,90.78,10000000,907800000.0
Thugs of Goa,2025,https://en.wikipedia.org/wiki/Thug_Life_(2025_film),Thug Life,Mani Ratnam,"Kamal Haasan, Silambarasan TR, Trisha Krishnan, Aishwarya Lekshmi, Abhirami, Ashok Selvan",₹ 200–300 crore ,est. ₹ 97 crore ,see below,,Tamil-Language Gangster Action Drama,97.0,10000000,970000000.0
Housefull 5,2025,https://en.wikipedia.org/wiki/Housefull_5,Housefull 5,Tarun Mansukhani,"Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Jacqueline Fernandez, Sonam Bajwa, Nargis Fakhri, Dino Morea, Sanjay Dutt, Jackie Shroff, Nana Patekar, Chitrangda Singh, Fardeen Khan, Chunky Panday, Johnny Lever, Shreyas Talpade, Ranjeet, Soundarya Sharma, Nikitin Dheer",₹240 crore ,est. ₹237.64 crore ,Pen Marudhar,Nadiadwala Grandson Entertainment,25 Indian Hindi-Language Comedy Thriller,237.64,10000000,2376400000.0
